Line;Source-DE;Target-DE;Generated-Output;Accuracy;Chrf;Source-EN;Base-DE
1674;Wahr;wahr;wahr;1;1.0;Evaluate conditional expression. Exits with a status of 0 (true) or 1 (false) depending on the evaluation of EXPR. Expressions may be unary or binary. Unary expressions are often used to examine the status of a file. There are string operators and numeric comparison operators as well. The behavior of test depends on the number of arguments. Read the bash manual page for the complete specification. File operators: -a FILE True if file exists. -b FILE True if file is block special. -c FILE True if file is character special. -d FILE True if file is a directory. -e FILE True if file exists. -f FILE True if file exists and is a regular file. -g FILE True if file is set-group-id. -h FILE True if file is a symbolic link. -L FILE True if file is a symbolic link. -k FILE True if file has its `sticky' bit set. -p FILE True if file is a named pipe. -r FILE True if file is readable by you. -s FILE True if file exists and is not empty. -S FILE True if file is a socket. -t FD True if FD is opened on a terminal. -u FILE True if the file is set-user-id. -w FILE True if the file is writable by you. -x FILE True if the file is executable by you. -O FILE True if the file is effectively owned by you. -G FILE True if the file is effectively owned by your group. -N FILE True if the file has been modified since it was last read. FILE1 -nt FILE2 True if file1 is newer than file2 (according to modification date). FILE1 -ot FILE2 True if file1 is older than file2. FILE1 -ef FILE2 True if file1 is a hard link to file2. String operators: -z STRING True if string is empty. -n STRING STRING True if string is not empty. STRING1 = STRING2 True if the strings are equal. STRING1 != STRING2 True if the strings are not equal. STRING1 STRING2 True if STRING1 sorts after STRING2 lexicographically. Other operators: -o OPTION True if the shell option OPTION is enabled. -v VAR	 True if the shell variable VAR is set ! EXPR True if expr is false. EXPR1 -a EXPR2 True if both expr1 AND expr2 are true. EXPR1 -o EXPR2 True if either expr1 OR expr2 is true. arg1 OP arg2 Arithmetic tests. OP is one of -eq, -ne, -lt, -le, -gt, or -ge. Arithmetic binary operators return true if ARG1 is equal, not-equal, less-than, less-than-or-equal, greater-than, or greater-than-or-equal than ARG2. Exit Status: Returns success if EXPR evaluates to true; fails if EXPR evaluates to false or an invalid argument is given.;Wertet bedingte Ausdrücke aus. Beendet mit dem Status »0« (wahr) oder »1« (falsch), abhängig von der Auswertung von AUSDRUCK. Die Ausdrücke können unär oder binär sein. Es gibt sowohl Zeichenkettenoperatoren als auch numerische Vergleichsoperatoren. Das Verhalten der Tests ist von der Anzahl der Argumente abhängig. Lesen Sie die Handbuchseite zu »bash« für die vollständige Spezifikation. Dateioperatoren: -a DATEI Wahr, wenn die Datei existiert. -b DATEI Wahr, wenn die Datei eine blockorientierte Spezialdatei ist. -c DATEI Wahr, wenn die Datei eine zeichenorientierte Spezialdatei ist. -d DATEI Wahr, wenn die Datei ein Verzeichnis ist. -e DATEI Wahr, wenn die Datei existiert. -f DATEI Wahr, wenn die Datei existiert und eine reguläre Datei ist. -g DATEI Wahr, wenn die Datei eine »set-group-id« ist. -h DATEI Wahr, wenn die Datei ein symbolischer Verweis ist. -L DATEI Wahr, wenn die Datei ein symbolischer Verweis ist. -k DATEI Wahr, wenn die Datei das Attribut »sticky« besitzt. -p DATEI Wahr, wenn die Datei eine benannte Weiterleitung ist. -r DATEI Wahr, wenn die Datei von Ihnen lesbar ist. -s DATEI Wahr, wenn die Datei existiert und nicht leer ist. -S DATEI Wahr, wenn die Datei ein Socket ist. -t FD Wahr, wenn FD in einem Terminal geöffnet ist. -u DATEI Wahr, wenn die Datei eine »set-user-id« ist. -w DATEI Wahr, wenn die Datei von Ihnen beschreibbar ist. -x DATEI Wahr, wenn die Datei von Ihnen ausführbar ist. -O DATEI Wahr, wenn Sie der Besitzer der Datei sind. -G DATEI Wahr, wenn Ihre Gruppe der Besitzer der Datei ist. -N DATEI Wahr, wenn die Datei seit dem letzten Lesen verändert wurde. DATEI1 -nt DATEI2 Wahr, wenn Datei1 neuer als Datei2 ist (entsprechend dem Änderungsdatum). DATEI1 -ot DATEI2 Wahr, wenn Datei1 älter als Datei2 ist. DATEI1 -ef DATEI2 Wahr, wenn Datei1 ein harter Verweis auf Datei2 ist. Zeichenkettenoperatoren: -z ZEICHENKETTE Wahr, wenn die Zeichenkette leer ist. -n ZEICHENKETTE Wahr, wenn die Zeichenkette nicht leer ist. ZEICHENKETTE1 = ZEICHENKETTE2 Wahr, wenn die Zeichenketten identisch sind. ZEICHENKETTE1 != ZEICHENKETTE2 Wahr, wenn die Zeichenketten nicht identisch sind. ZEICHENKETTE1 ZEICHENKETTE2 Wahr, wenn die Zeichenkette1 lexikographisch nach Zeichenkette2 kommt. Andere Operatoren: -o OPTION Wahr, wenn die Shell-Option OPTION aktiviert ist. -v VARIABLE Wahr, wenn die Shell-Variable VARIABLE gesetzt ist. ! AUSDRUCK Wahr, wenn AUSDRUCK falsch ist. AUSDRUCK1 -a AUSDRUCK2 Wahr, wenn Ausdruck1 UND Ausdruck2 wahr sind. AUSDRUCK1 -o AUSDRUCK2 Wahr, wenn entweder Ausdruck1 ODER Ausdruck2 wahr ist. Argument1 OPERATOR Argument2 Arithmetische Tests. OPERATOR kann »-eq«, »-ne«, »-lt«, »-le«, »-gt«, oder »-ge« sein. Arithmetische binäre Operatoren geben »wahr« zurück, wenn ARGUMENT1 gleich, ungleich, kleiner, kleiner gleich, größer oder größer gleich ARGUMENT2 ist. Rückgabewert: Gibt »Erfolg« zurück, wenn die Auswertung von AUSDRUCK wahr ist; scheitert, wenn die Auswertung von AUSDRUCK falsch ist oder ein ungültiges Argument angegeben wurde.
15888;Anhang;Anhängen;Anhang;0;0.806451612903226;The constant SID can also be used to retrieve the current name and session id as a string suitable for adding to URLs.;Die Konstante SID kann auch dazu verwendet werden, den aktuellen Namen und die Session-ID als Zeichenkette passend zum Anhängen an URLs zu erhalten.
6700;Parameter;parameter;parameter;1;1.0;The probability determined by CHIDIST can also be determined by CHITEST.;Die durch CHIVERT ermittelte Wahrscheinlichkeit kann auch mit CHITEST bestimmt werden, wobei statt dem Chi-Quadrat der Stichprobe die beobachteten und erwarteten Daten als Parameter übergeben werden müssen.
9189;Quelle;Quellen;Quellen;1;1.0;Only signed macros from trusted sources are allowed to run.;Nur signierte Makros von vertrauenswürdigen Quellen dürfen ausgeführt werden.
16009;Funktion;Funktion;Funktion;1;1.0;The "ping" command (present in most modern operating systems) is an example application of ICMP.;Bei Erfolg gibt die Funktion einen Socket-Deskriptor zurück, bei einem Fehler wird FALSE zurückgegeben.
10076;PRODUCTNAME-Formatvorlagen;PRODUCTNAME-Formatvorlagen;PRODUCTNAME-Formatvorlagen;1;1.0;with your filter to apply 11424;Grafikdatei;Grafikdatei;Grafikdatei;1;1.0;Shows the path for the graphic file.;Gibt den Pfad der Grafikdatei an.
3668;Option;Optionen;option;0;0.806451612903226;toolbar: table, text frame, graphics, OLE object, page, headings, reminder, drawing object, control field, section, bookmark, selection, footnote, note, index entry, table formula, wrong table formula.;unter folgenden Optionen wählen: Tabelle, Textrahmen, Grafik, OLE-Objekt, Seite, Überschrift, Merker, Zeichenobjekt, Kontrollfeld, Bereich, Textmarke, Markierung, Fußnote, Notiz, Verzeichniseintrag oder (fehlerhafte) Tabellenformel.
28302;Szene;Szene;Szene;1;1.0;After selecting “Paint on all frames,” you can use the ____ tool to paint over mistakes in your scene.;Nach der Auswahl von Paint on all frames können Sie das Werkzeug ____ verwenden, um Fehler in der Szene wegzuretuschieren.
6176;Postleitzahlen;Postleitzahlen;Postleitzahlen;1;1.0;This is useful if, for example, you enter a telephone number or bank sort code that begins with a zero (0), because zeroes (0) at the start of a sequence of digits are removed in normal number formats.;Diese Funktion ist zum Beispiel bei Telefonnummern oder Postleitzahlen hilfreich, die mit einer Null (0) beginnen, da Nullen in normalen Zahlenformaten am Anfang einer Ziffernfolge entfernt werden.
32507;Anteil;Anteil;Anteil;1;1.0;You can select from several options to define how much of the design study is saved in Vault.;Sie können aus mehreren Optionen auswählen, um festzulegen, welcher Anteil der Designstudie in Vault gespeichert wird.
19232;3}OK{4}.;3}OK{4}.;3}OK{4}.;1;1.0;Click {1}Close{2} to close the plot profile, then click {3}OK{4}.;Klicken Sie auf {1}Schließen{2}, um die Profildarstellung zu schließen, und dann auf {3}OK{4}.
27522;Starten;starten;starten;1;1.0;Launching the help from the {1}"Manager"{2} and {3}"Delete prepared results"{4} tools has been fixed.;Das Starten der Hilfe über die Werkzeuge {1}Manager{2} und {3}Vorbereitete Ergebnisse löschen{4} wurde korrigiert.
318;Qt-Anwendungsüberprüfungs-;Qt-Anwendungsüberprüfungs-;Qt-Anwendungsüberprüfungs-;1;1.0;Qt-application inspection and manipulation tool;Qt-Anwendungsüberprüfungs- und -anpassungswerkzeug
11787;Dialog;dialog;dialog;1;1.0;Closes the dialogue box and saves all changes.;Diese Schaltfläche schließt den Dialog und übernimmt die im Dialog vorgenommenen Änderungen.
25565;Structure;structure;structure;1;1.0;Autodesk® Revit® Structure 2014 Enhancements;Verbesserte Funktionen in Autodesk® Revit® Structure 2014
15827;Datum;Daten;Daten;1;1.0;Instead of storing the data in the numeric indices of the result array, it stores the data in associative indices, using the field names as keys.;Die Daten werden anstatt in numerischen Indizes des Ergebnisarrays in assoziativen Indizes gespeichert, wobei die Feldnamen als Indizes benutzt werden.
13725;Anfang;Anfang;Anfang;1;1.0;Home;Zum Anfang
21394;Option;Optionen;option;0;0.806451612903226;Basing the field on a workspace pick list also gives you more options for how you want the field to appear and to display the saved selection.;Wenn das Feld auf einer Arbeitsbereich-Auswahlliste basiert, verfügen Sie auch über mehr Optionen zur Darstellung des Felds und zur Anzeige der gespeicherten Auswahl.
3070;Seite;Seiten;Seite;0;0.9803921568627452;right pages;Rechte Seiten
13568;Abschnitt;Abschnitt;Abschnitt;1;1.0;Please read the section on Booleans for more information.;Weitere Informationen entnehmen Sie bitte dem Abschnitt über Boolsche Typen.
25801;Kundeneinbeziehung;Kundeneinbeziehung;Kundeneinbeziehung;1;1.0;In the Customer Involvement Program dialog box, choose "Yes, I would likd to participate in the Customer Involvement Program.";Klicken Sie im Dialogfeld Programm zur Kundeneinbeziehung auf "Ja, ich möchte am Programm zur Kundeneinbeziehung teilnehmen".
17070;Schluessel;Schluessel;Schluessel;1;1.0;?php / / ...open database... $key = dba_firstkey ($id); while ($key != false) {if (...) {/ / remember the key to perform some action later $handle_later[] = $key;} $key = dba_nextkey ($id);} for ($i = 0; $i count($handle_later); $i++) dba_delete ($handle_later[$i], $id);?;?php # ...Oeffnen der Datenbank... $key = dba_firstkey ($id); while ($key != false) {if (...) {# den Schluessel fuer spaetere Aktionen merken $handle_later[] = $key;} $key = dba_nextkey ($id);} for ($i = 0; $i count($handle_later); $i++) dba_delete ($handle_later[$i], $id);?
17100;Eintrag;Einträge;Einträge;1;1.0;Those entries are referred to in the FDF documentation as / F-Key or / Status-Key.;Diese Einträge finden sich in der FDF Dokumentation unter / F-Key oder / Status-Key.
10213;Modus;modus;modus;1;1.0;Starts minimised.;Startet das Programm im minimierten Modus.
9031;listen;Liste;Liste;1;1.0;If you would like to edit this list in the;Wenn Sie die Liste im Feld
7946;Funktion;Funktion;Funktion;1;1.0;GETPIVOTDATA function;PIVOTDATENZUORDNEN (Funktion)
6434;Format;Formate;format;0;0.819672131147541;formats; automatically formatting spreadsheets;Formate; Tabellendokumente automatisch formatieren
28100;1}2.7.3{2;1}2.7.3{2;1}2.7.3{2;1;1.0;PythonVersion = {1}2.7.3{2};PythonVersion = {1}2.7.3{2}
7353;Funktion;Funktion;Funktion;1;1.0;This function can be used to convert a time based on these three elements to a decimal time value.;Die Funktion kann verwendet werden, um eine Zeitangabe aus diesen drei Einzelbestandteilen in einen dezimalen Zeitwert umzurechnen.
15047;Name;Namen;name;0;0.9756097560975611;For aliased columns, you cannot access the contents with the original column name (by using'field 'in this example).;Falls Sie Aliase für Spalten verwenden, können Sie auf die Inhalte dieser Spalten nicht über ihren ursprünglichen Namen zugreifen. (In folgendem Beispiel können Sie 'field 'nicht benutzen).
5869;Bool;bool;bool;1;1.0;Bool:;Bool:
23575;Produkt;Produkt;Produkte;0;0.8860759493670886;For each product, Y in a column indicates a recommended conf{1}{2}iguration.;Für jedes Produkt gibt ein J in einer Spalte an, dass es sich um eine empfohlene Konf{1}{2}iguration handelt.
19383;Electrical-Schulungen;Electrical-Schulungen;Electrical-Schulungen;1;1.0;AutoCAD Electrical Training;AutoCAD Electrical-Schulungen
26408;Grundrissen;Grundrissen;Grundrissen;1;1.0;Communicate what can be achieved using point clouds in new versions of Autodesk design software, for various use cases such as: creating as-built floor plans for renovation work, creating a mass for energy modeling, conceptual modeling from a photo-based model, or comparing the design intent to the as-built data.;Kommunizieren der Möglichkeiten bei Verwendung von Punktwolken in neuen Versionen von Autodesk-Designsoftware für verschiedene Anwendungsfälle: Erstellen von Grundrissen für Renovierungsarbeiten, Energiemodellerstellung, Konzeptmodellierung anhand eines fotobasierten Modells oder Vergleichen der Design-Intention mit den Bestandsdaten.
31847;continue"-Anweisung;continue"-Anweisung;continue"-Anweisung;1;1.0;If a continue statement is encountered in a for loop, execution immediately passes to the third part of the for loop (normally where a counter is incremented or decremented), and then execution continues normally, i.e. the middle part of the for loop (the conditional) is tested, and if true, the body of the loop is executed.;Bei Ausführung einer "continue"-Anweisung in einer "for"-Schleife geht die Kontrolle direkt an den dritten Teil der "for"-Schleife (wo normalerweise ein Zähler inkrementiert oder dekrementiert wird) über, und die Ausführung wird dann normal fortgesetzt, d.h., es wird der mittlere Teil der "for"-Schleife (die Bedingung) getestet und, falls zutreffend, der Schleifenrumpf ausgeführt.
21784;Ansichtsfenster-Steuerungen;Ansichtsfenster-Steuerungen;Ansichtsfenster-Steuerungen;1;1.0;The viewport controls are displayed at the top-left corner of each viewport.;Die Ansichtsfenster-Steuerungen werden in der linken oberen Ecke des Ansichtsfensters angezeigt.
21351;Gruppe;Gruppe;Gruppe;1;1.0;In the list box on the right, double-click the group OR select the group and click the left-arrow button.;Doppelklicken Sie im Listenfeld auf der rechten Seite auf die Gruppe, oder wählen Sie die Gruppe aus, und klicken Sie auf die Schaltfläche mit dem Pfeil nach links.
9216;Zellinhalten;Zellinhalten;Zellinhalten;1;1.0;case-sensitivity;comparing cell contents (Calc);Groß-/Kleinschreibung beachten;beim Vergleichen von Zellinhalten (Calc)
23310;Professional;professional;professional;1;1.0;Windows 8 Enterprise, Professional, or Standard edition, Windows XP Professional x64 Edition (SP2 and later), or Windows 7 Enterprise, Business, Ultimate, or Home Premium edition;Windows 8 Enterprise, Professional oder Standard Edition, Windows XP Professional x64 Edition (SP2 oder höher) oder Windows 7 Enterprise, Business, Ultimate oder Home Premium Edition
13068;Assistent;Assistent;Assistent;1;1.0;According to your selections, the wizard creates a document template and saves it.;Der Assistent erstellt basierend auf Ihrer Auswahl eine Dokumentvorlage und speichert sie auf der Festplatte.
22242;Licht;Licht;Licht;1;1.0;Here is what it looks like with light and shadow.;So sieht es mit Licht und Schatten aus.
23003;Lernprogramm;Lernprogrammen;Lernprogramm;0;0.9836065573770493;For a comprehensive description of how to use Simulation CFD, tutorials, and Self-paced Learning, please see the {1}http://www.autodesk.com/Simulation-CFD-2014-enu{2}Autodesk Simulation CFD WikiHelp{3}.;Eine umfassende Beschreibung der Verwendung von Simulation CFD, den Lernprogrammen und dem Lernen im individuellen Lerntempo finden Sie in der {1}http://wikihelp.autodesk.com/Simulation_CFD/deu/2014{2}Wiki-Hilfe zu Autodesk Simulation CFD{3}.
16999;Alternative;Alternativen;Alternativen;1;1.0;The aspell() functions allows you to check the spelling on a word and offer suggestions.;Die aspell() Funktionen erlauben es ein Wort auf korrekte Rechtschreibung zu prüfen und Alternativen anzubieten.
7251;zahlen;Zahl;Zahl;1;1.0;is the number that is to be converted into a Roman numeral.;ist die Zahl, die in eine römische Zahl umgewandelt werden soll.
27207;Integration;integration;integration;1;1.0;Note: Steps 6-9 require you to have installed the Revit Vault Professional Server Plug In installed and enable deep integration of families.;Anmerkung: Für die Schritte 6 bis 9 ist die Installation des Vault Professional Server-Plug-ins erforderlich. Außerdem muss die enge Integration von Familien aktiviert sein.
2799;Pfeilanfang;Pfeilanfang;Pfeilanfang;1;1.0;Line Connector Starts with Arrow;Linien-Verbinder mit Pfeilanfang
31860;switch"-Anweisung;switch"-Anweisung;switch"-Anweisung;1;1.0;For each possible value that a switch statement's expression may evaluate to, one case may be written (but see default.);Für jeden möglichen Wert, der in einer "switch"-Anweisung ausgewertet wird, kann eine "case"-Verzweigung programmiert werden (siehe jedoch "default").
3121;enden;Ende;Ende;1;1.0;appears at the end of a page when the Page Style has a different &quot; next style &quot; .;befindet sich am Ende einer Seite, wenn die Seitenvorlagen eine andere &quot; Folgevorlage &quot; aufweist.
31131;Durchsuchen;durchsuchen;durchsuchen;1;1.0;You can click the browse button to select a different destination folder.;Mithilfe der Schaltfläche zum Durchsuchen können Sie einen anderen Zielordner angeben.
9921;Dokument;Dokumenten;Dokument;0;0.9756097560975611;Writer offers for editing of documents can be saved in HTML format.;Writer zum Bearbeiten von Dokumenten bietet, können im HTML-Format gespeichert werden.
5622;Deklaration;deklaration;deklaration;1;1.0;It is very important when declaring variables that you use the type-declaration character each time, even if it was used in the declaration instead of a keyword.;Wichtig bei der Deklaration von Variablen ist, daß das Typendeklarationszeichen immer wieder verwendet werden muß, wenn es auch bei der Deklaration anstelle des Schlüsselwortes verwendet wurde.
7258;Zeichenkette;Zeichenkette;Zeichenkette;1;1.0;Substitutes new text for old text in a string.;Tauscht in einer Zeichenkette einen alten gegen einen neuen Text aus.
16743;Variable;Variablen;Variablen;1;1.0;Thus, the names $cart - items and $another_cart - items name two different variables.;Deshalb benennen die Namen $cart - items und $another_cart - items auch zwei verschiedene Variablen.
27799;Grund;Grund;Grund;1;1.0;Therefore, 2D analysis should only be used as a first step in your analysis.;Aus diesem Grund sollte die 2D-Analyse nur ein erster Schritt in Ihrer Analyse sein.
11875;Erklärung;Erklärung;Erklärung;1;1.0;Explanation;Erklärung
23359;Pfeil;Pfeil;Pfeil;1;1.0;CTRL+Click the users you want to add and then click the right-arrow button.;Klicken Sie bei gedrückter STRG-Taste auf die Benutzer, die Sie hinzufügen möchten, und klicken Sie dann auf den Pfeil nach rechts.
13583;array_values;array_values;array_values;1;1.0;Example 1. array_values() example;Beispiel 1. array_values()
2209;Gliederung;Gliederung;Gliederung;1;1.0;Outline View;Gliederung
19366;Zeichnungsobjekten;Zeichnungsobjekten;Zeichnungsobjekten;1;1.0;You customize tool palettes by dragging and dropping files from Windows Explorer or drawing objects, contextual menus of the Tool Palettes window, or the Customize User Interface (CUI) Editor or Customize dialog boxes.;Sie passen Werkzeugpaletten durch Ziehen und Ablegen von Dateien aus Windows Explorer oder aus Zeichnungsobjekten, über Kontextmenüs im Fenster Werkzeugpaletten oder über die Schaltflächen Benutzeroberfläche anpassen (CUI-Editor) oder Anpassen an.
15131;Funktion;Funktion;Funktion;1;1.0;You cannot use mysql_num_rows() on a result set returned from mysql_unbuffered_query().;Auf ein Ergebnis von mysql_unbuffered_query() kann die Funktion mysql_num_rows() nicht angewendet werden.
28404;Zeichnung;Zeichnungen;Zeichnung;0;0.9782608695652174;Users can control the drawing(s) and layout(s) that may be exported as well as how xrefs will be handled. {1};Die Benutzer können steuern, welche Zeichnungen und Layouts exportiert werden können und wie XRefs verarbeitet werden. {1}
22502;Menü;Menüs;Menü;0;0.9756097560975611;Enhanced Menus do not work with the Dark UI;Die Menüs Erweitert funktionieren nicht mit dem dunklen UI-Schema
11673;listen;Liste;Liste;1;1.0;, in the;, wählen Sie in der Liste
26044;Eingeben;eingeben;eingeben;1;1.0;This may result in issues when entering commands into the editor.;Dies kann zu Problemen beim Eingeben von Befehlen im Editor führen.
1609;Argument;Argumente;Argumente;1;1.0;Display information about builtin commands. Displays brief summaries of builtin commands. If PATTERN is specified, gives detailed help on all commands matching PATTERN, otherwise the list of help topics is printed. Options: -d	output short description for each topic -m	display usage in pseudo-manpage format -s	output only a short usage synopsis for each topic matching 	PATTERN Arguments: PATTERN	Pattern specifiying a help topic Exit Status: Returns success unless PATTERN is not found or an invalid option is given.;Zeigt Informationen über eingebaute Kommandos an. Zeigt eine kurze Zusammenfassung über eingebaute Kommandos an. Wenn MUSTER angegeben ist, wird die detaillierte Hilfe zu allen Kommandos angezeigt, die MUSTER enthalten, ansonsten wird eine Liste der Hilfe-Themen ausgegeben. Optionen: -d	Zeigt eine kurze Beschreibung zu jedem Thema an. -m	Zeigt die Benutzung im Format von Hilfeseiten (manpage). -s	Zeigt nur eine kurze Nutzungsübersicht für jedes Thema, 	welches MUSTER enthält. Argumente: MUSTER	Das MUSTER spezifiziert das Hilfe-Thema. Rückgabewert: Gibt »Erfolg« zurück, außer MUSTER wurde nicht gefunden oder eine ungültige Option wurde angegeben.
32495;Scherung;Scherung;Scherung;1;1.0;This range is most critical for flows that experience a great deal of pressure drop due to shear.;Dieser Bereich ist am wichtigsten für Strömungen, die einem großen Druckverlust aufgrund von Scherung ausgesetzt sind.
23874;Problem;Probleme;problem;0;0.8450704225352113;Because there are two ways the tools work, some users have difficulty creating single line segments while others have difficulty creating multi-segment polylines.;Es gibt zwei Möglichkeiten, die Werkzeuge zu verwenden. Daher haben einige Benutzer Schwierigkeiten beim Erstellen von einzelnen Liniensegmenten, und andere haben Probleme beim Erstellen von aus mehreren Segmenten bestehenden Polylinien.
274;Eficas;Eficas;Eficas;1;1.0;Eficas;Eficas
26294;Projekt;Projekt;Projekt;1;1.0;right-click a family type, and click Select All Instances{1}In Entire Project.;Klicken Sie mit der rechten Maustaste auf einen Familientyp, und wählen Sie Alle Exemplare auswählen {1} Im gesamten Projekt.
16182;Ankündigung;Ankündigung;Ankündigung;1;1.0;The behaviour of this function, the name of this function, and anything else documented about this function may change without notice in a future release of PHP.;Das Verhalten, der Funktionsname und alles Andere was hier dokumentiert ist, kann sich in zukünftigen PHP-Versionen ohne Ankündigung ändern.
29649;Messwerkzeuge;Messwerkzeuge;Messwerkzeuge;1;1.0;Basic editing & measuring tools;Einfache Bearbeitungs- und Messwerkzeuge
12409;Fontwork;Fontwork;Fontwork;1;1.0;The icon opens the Fontwork Gallery from which you can insert graphical text art into your document.;Das Symbol öffnet die Fontwork Gallery, über die Sie Textgrafiken in Ihr Dokument einfügen können.
1454;Bibliothek;Bibliothek;Bibliothek;1;1.0;Library;Bibliothek
14157;Derivate;derivate;derivate;1;1.0;flock() is not supported on antiquated filesystems like FAT and its derivates and will therefore always return FALSE under this environments (this is especially true for Windows 98 users).;flock() wird antiquierten Dateisystemen wie FAT und dessen Derivate nicht unterstützt, und gibt deshalb in solchen Umgebungen immer FALSE zurück (Dies ist speziell bei Windows 98 Benutzern der Fall).
21845;Reibungskoeffizienten;Reibungskoeffizienten;Reibungskoeffizienten;1;1.0;For linear static stress analyses, including surface contact with friction coefficients greater than 0.18, parts may behave as if they are bonded.;Für linear statische Belastungsanalysen, einschließlich Flächenkontakt mit Reibungskoeffizienten größer als 0.18, verhalten sich die Bauteile möglicherweise so, als ob sie verklebt seien.
24262;Vorschau;Vorschau;Vorschau;1;1.0;Displays a preview of the final shape.;Zeigt eine Vorschau der endgültigen Form an.
4497;Cursorposition;Cursorposition;Cursorposition;1;1.0;In this dialogue box, you can define a field to be inserted in your document at the current cursor position.;In diesem Dialog können Sie ein Feld festlegen, das an der aktuellen Cursorposition in Ihr Dokument eingefügt werden soll.
31183;Ausrundung;Ausrundung;Ausrundung;1;1.0;Free vertical curves created with the Free Vertical Curve (Circular) command or the Free Vertical Curve (Parabolic) that use a pass through point must be converted to a format that is recognizable in these previous versions of the application.;Mit dem Befehl Pufferelement Ausrundung (Kreisförmig) oder dem Befehl Pufferelement Ausrundung (Parabel) erstellte Pufferelemente (Ausrundungen), die einen Zwangspunkt verwenden, müssen in ein Format konvertiert werden, das in früheren Versionen der Anwendung erkannt werden kann.
23362;hinzufügen{2;hinzufügen{2;hinzufügen{2;1;1.0;{1}Add roles to the new group:{2};{1}Rollen zu der neuen Gruppe hinzufügen{2}
7443;Bits;bits;bits;1;1.0;The most significant bit is the sign bit, the following bits return the value.;Das höchstwertige Bit ist das Vorzeichenbit, die folgenden Bits geben den Wert zurück.
30337;Übersicht;Übersicht;übersicht;0;0.8888888888888888;About the Intersecting Alignments Collection (Prospector Tab);Informationen zur Sammlung Schnittachsen (Registerkarte Übersicht)
9991;Leerzeichen;Leerzeichen;Leerzeichen;1;1.0;Non-breaking spaces;Geschütztes Leerzeichen
10915;Einfügen;einfügen;einfügen;1;1.0;When you paste HTML data into a text document, you can choose &quot; HTML format &quot; or &quot; HTML format without comments &quot; .;Beim Einfügen von HTML-Daten in ein Textdokument können Sie zwischen &quot; HTML Format &quot; und &quot; HTML Format ohne Kommentare &quot; wählen.
8779;Feld;Feld;Feld;1;1.0;The Add Field window opens automatically and shows all fields of the selected table.;Das Fenster Feld hinzufügen öffnet sich automatisch und zeigt alle Felder der ausgewählten Tabelle.
21764;Satz;Satz;Satz;1;1.0;The{1} {2}Constrain command offers a deep set of relationship tools, but does not contain explicit connection definitions.;Der Befehl{1} {2}Abhängig machen bietet einen umfangreichen Satz von Beziehungswerkzeugen. Allerdings werden mit ihm keine expliziten Verbindungen definiert.
30050;Wärmeübertragung;Wärmeübertragung;Wärmeübertragung;1;1.0;In the two resistor compact model, heat transfer is only computed at the three nodes (case, junction, and board).;Im kompakten Modell mit zwei Widerständen wird die Wärmeübertragung nur an den drei Knoten berechnet (Gehäuse, Trennebene und Leiterplatte).
12831;stellen;Stelle;stellen;0;0.7246376811594204;Specifies whether to print a line where you can enter the moderator.;Gibt an, ob an der Stelle eine Linie gedruckt werden soll, an der der Moderator eingegeben werden kann.
14196;erfolgen;Erfolg;Erfolg;1;1.0;The port The port parameter specifies an alternate port to connect to.;Gibt bei Erfolg einen Stream zurück, sonst FALSE.
18014;Klicken;klicken;klicken;1;1.0;Particle View {1} Click or add a mParticles Solvent test.;Partikelansicht {1} Klicken Sie hier, oder fügen Sie einen mParticles-Lösertest hinzu.
21653;Übereinstimmend;Übereinstimmend;übereinstimmend;0;0.9333333333333333;If this option is selected, the solver automatically classifies the element as "matched", "edge" or "unmatched".;Wenn diese Option aktiviert ist, klassifiziert der Solver das Element automatisch als "Übereinstimmend", "Kante" oder "Nicht übereinstimmend".
2989;Abstand;Abstände;Abstände;1;1.0;Format - Paragraph - Indents & Spacing;Format - Absatz - Einzüge und Abstände
7359;Dokument;Dokument;Dokumente;0;0.898876404494382;Moves or copies a sheet to a new location in the document or to a different document.;Hier verschieben bzw. kopieren Sie eine Tabelle an eine andere Stelle im Dokument oder in ein anderes Dokument.
2732;Symbol;symbol;symbol;1;1.0;Icon;Symbol
6029;Zeitwert;Zeitwert;Zeitwert;1;1.0;It returns the minute of the serial time value that is generated by the;Sie gibt aus einem seriellen Zeitwert, der durch die Funktionen
15895;Name;Namen;name;0;0.9756097560975611;If you want your script to work regardless of register_globals, you need to use the $_SESSION array.;Für jeden Namen registriert session_register() die globale Variable mit diesem Namen in der aktuellen Session.
13137;Abbildung;Abbildung;Abb.;0;0.6666666666666666;Illustration for merging shapes;Abbildung zum Verschmelzen der Formen
31936;Benutzeroberfläche;Benutzeroberfläche;Benutzeroberfläche;1;1.0;The User Interface is now available in Italian.;Die Benutzeroberfläche steht nunmehr in italienischer Sprache zur Verfügung.
20763;Hilfe;Hilfe;Hilfe;1;1.0;MotionBuilder Help:switching from online to local Help on Linux OS;MotionBuilder-Hilfe:von der Online-Hilfe zur lokalen Hilfe auf Linux-Betriebssystemen wechseln
6704;Beispiel;Beispiel;Beispiel;1;1.0;Example:;Beispiel
30671;Option;option;option;1;1.0;Choose to enable or disable perspective view by default.;Wählen Sie diese Option aus, um die perspektivische Ansicht vorgabemäßig zu aktivieren oder zu deaktivieren.
